,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-11-06,Good luck to my cats tonight!,6,6,7,7.0,20,LAC,@,UTA,L (-2),1,45,5,10,0.5,1,1,1.0,3,4,0.75,1,4,5,5,1,1,4,5,14,9.7,-2,1
1,1,2010-11-09,good morning world..blessed to see another day,7,7,8,8.0,20,LAC,@,NOH,L (-19),1,38,3,6,0.5,0,1,0.0,0,0,,1,5,6,8,0,0,5,1,6,5.4,-13,1
2,2,2010-11-15,At the bowling alle for my man @Csmeezy5 bday,10,10,11,11.0,20,LAC,,NJN,L (-14),1,40,6,16,0.375,0,2,0.0,3,4,0.75,4,4,8,6,2,0,4,0,15,12.0,-20,0
3,3,2010-12-27,Good moring world!,31,31,32,32.0,21,LAC,@,SAC,W (+1),0,18,1,7,0.143,1,4,0.25,2,2,1.0,2,0,2,3,2,1,3,0,5,3.7,8,1
4,4,2010-12-27,"RT""@BrandonWeems10: It was great seeing my boy @EBled24. I appreciate everything! Good luck the rest of the season fam!"" Same here bro",31,31,32,32.0,21,LAC,@,SAC,W (+1),0,18,1,7,0.143,1,4,0.25,2,2,1.0,2,0,2,3,2,1,3,0,5,3.7,8,1
5,5,2011-01-14,S/o to the homie @rcobb18 for going pro... good luck bro!!! #bbn,37,37,38,38.0,21,LAC,@,GSW,L (-10),0,19,2,4,0.5,0,0,,2,2,1.0,1,0,1,5,1,0,0,1,6,8.8,4,1
6,6,2011-01-17,Follow my bro @drjuiceman he by far one of the funnest dudes in cali smh,39,39,40,40.0,21,LAC,,IND,W (+7),0,16,1,1,1.0,0,0,,0,0,,0,3,3,2,0,1,2,0,2,2.7,-11,0
7,7,2011-01-29,Who's up!?,45,45,46,46.0,21,LAC,,CHA,W (+15),0,16,1,7,0.143,0,3,0.0,0,0,,1,1,2,3,0,0,0,0,2,0.6,-5,0
8,8,2011-01-29,Up mad early bout to put some shots up before practice.....#comeearlystaylate,45,45,46,46.0,21,LAC,,CHA,W (+15),0,16,1,7,0.143,0,3,0.0,0,0,,1,1,2,3,0,0,0,0,2,0.6,-5,0
9,9,2011-01-31,show my bro @drjuiceman some love & follow him..,46,46,47,47.0,21,LAC,,MIL,W (+7),0,16,0,2,0.0,0,0,,2,2,1.0,0,1,1,5,0,0,1,1,2,3.0,6,1
10,10,2011-02-06,http://t.co/1jmJAz4 shout out to the clipper lady...... #clipper norma...lmao,49,49,50,50.0,21,LAC,@,MIA,L (-18),0,14,0,5,0.0,0,1,0.0,4,4,1.0,1,3,4,0,1,0,2,0,4,1.1,-8,0
11,11,2011-02-06,just landed in miami,49,49,50,50.0,21,LAC,@,MIA,L (-18),0,14,0,5,0.0,0,1,0.0,4,4,1.0,1,3,4,0,1,0,2,0,4,1.1,-8,0
12,12,2011-02-14,congrats to my vet @randyfoye for getting his jersey retired,54,54,55,55.0,21,LAC,@,MIL,L (-24),0,22,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,2,0,5,3,2,-2.9,-19,0
13,13,2011-02-14,cant sleep....whos up?,54,54,55,55.0,21,LAC,@,MIL,L (-24),0,22,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,2,0,5,3,2,-2.9,-19,0
14,14,2011-02-23,Can't sleep!! Who's up,57,57,58,58.0,21,LAC,@,NOH,L (-11),1,40,3,5,0.6,1,3,0.333,0,0,,0,1,1,7,1,0,4,0,7,6.9,-16,0
15,15,2011-02-23,RT“@Hollywood_samii: I see a connection.. Lol he wants u lisa! RT @EBled24: @YuMMyL0VAT0 haha o ok”-------&gt;what!,57,57,58,58.0,21,LAC,@,NOH,L (-11),1,40,3,5,0.6,1,3,0.333,0,0,,0,1,1,7,1,0,4,0,7,6.9,-16,1
16,16,2011-03-05,im bored anyone wanna get on the xbox game tag#ebfive,62,62,63,63.0,21,LAC,,DEN,W (+6),0,22,7,11,0.636,2,5,0.4,4,5,0.8,1,3,4,3,7,0,3,2,20,21.6,12,-1
17,17,2011-03-07,"RT""@KingJames: Lil bro @EBled24 out there making horse shots in them Black/Red 8's.  #TeamLeBron""-------yessir big bro",63,63,64,64.0,21,LAC,@,CHA,W (+5),0,21,5,8,0.625,2,2,1.0,1,2,0.5,1,3,4,4,0,0,2,3,13,10.2,17,0
18,18,2011-03-07,S/O to the bros @boogiecousins and @jimmywa11 for a good game last night. Now @UKCoachCalipari  let's get this W! #GOBIGBLUE,63,63,64,64.0,21,LAC,@,CHA,W (+5),0,21,5,8,0.625,2,2,1.0,1,2,0.5,1,3,4,4,0,0,2,3,13,10.2,17,1
19,19,2011-03-11,S/O to the lil bro @qmillertime follow him,65,65,66,66.0,21,LAC,@,NJN,L (-4),0,14,0,1,0.0,0,1,0.0,0,0,,1,1,2,1,2,0,1,0,0,2.0,5,0
20,20,2011-03-12,Wish I could go to panama city,66,66,67,67.0,21,LAC,@,WAS,W (+21),0,22,9,14,0.643,0,1,0.0,5,9,0.556,3,5,8,6,0,0,2,1,23,20.6,8,0
21,21,2011-03-19,bout to hit the movies up but i dnt knw what i wanna go see yet,69,69,70,70.0,21,LAC,,CLE,W (+8),0,24,3,5,0.6,0,0,,0,0,,0,3,3,0,1,0,1,0,6,4.6,9,-1
22,22,2011-03-25,Everybody that follows me please go follow my little brother @legin_32 thank you,72,72,73,73.0,21,LAC,@,LAL,L (-8),0,9,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,-0.1,7,1
23,23,2011-03-26,Who's up?,73,73,74,74.0,21,LAC,,TOR,W (+4),0,15,1,4,0.25,0,1,0.0,1,2,0.5,0,0,0,2,1,0,3,1,3,-0.8,-11,0
24,24,2011-04-01,We talking bout shower,75,75,76,76.0,21,LAC,@,PHO,L (-13),0,27,4,6,0.667,1,2,0.5,0,0,,2,1,3,2,3,0,1,2,9,10.7,3,0
25,25,2011-04-01,#NW set it off,75,75,76,76.0,21,LAC,@,PHO,L (-13),0,27,4,6,0.667,1,2,0.5,0,0,,2,1,3,2,3,0,1,2,9,10.7,3,0
26,26,2011-04-01,Happy bday to my uncle...R.I.P,75,75,76,76.0,21,LAC,@,PHO,L (-13),0,27,4,6,0.667,1,2,0.5,0,0,,2,1,3,2,3,0,1,2,9,10.7,3,0
27,27,2011-04-13,I'm stuffed,80,81,82,81.0,21,LAC,,MEM,W (+7),0,22,6,9,0.667,0,0,,1,1,1.0,1,3,4,6,3,2,3,2,13,15.5,8,0
