,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-11-05,Happy birthday to my mother! Love youuuu,5,5,6,6.0,22,PHI,,CLE,L (-7),0,25,2,7,0.286,0,2,0.0,1,1,1.0,0,4,4,1,1,0,2,4,5,0.2,9,1
1,1,2010-11-12,Happy 22nd birthday to my boy john moll. Rest in peace bro #muchlove,8,8,9,9.0,22,PHI,@,DAL,L (-9),1,28,2,6,0.333,0,1,0.0,1,3,0.333,0,6,6,2,1,1,2,2,5,2.9,-1,1
2,2,2010-11-13,Good luck to my buckeyes today. First step to the road to the title!!!,9,9,10,10.0,22,PHI,@,SAS,L (-23),1,27,0,3,0.0,0,0,,0,0,,0,4,4,0,0,0,1,2,0,-2.7,-8,1
3,3,2010-11-16,Back in ohio and yes I am at waffle house. #sogood,10,10,11,11.0,22,PHI,@,CLE,L (-8),1,39,4,13,0.308,1,3,0.333,7,8,0.875,1,8,9,0,0,1,4,4,16,6.3,0,0
4,4,2010-11-27,Headed to shootaround.,16,16,17,17.0,22,PHI,,NJN,W (+16),1,23,2,8,0.25,0,0,,0,0,,0,3,3,1,0,0,0,1,4,0.4,1,0
5,5,2010-11-30,Shoutout to my boy jon diebler on getting engaged! Cant wait to be in the wedding. Congrats!!!,17,17,18,18.0,22,PHI,,POR,W (+9),1,19,0,4,0.0,0,0,,1,2,0.5,0,2,2,3,2,0,0,1,1,2.1,2,0
6,6,2010-12-03,Just reached atl. I need to get to a waffle house asap!!!,18,18,19,19.0,22,PHI,@,ATL,L (-5),0,19,5,7,0.714,0,1,0.0,1,1,1.0,0,4,4,1,0,0,0,3,11,8.8,4,-1
7,7,2010-12-03,"3 WAY, dm me shump's number. Im going to be in atl tonight and im trying to get at him #pause",18,18,19,19.0,22,PHI,@,ATL,L (-5),0,19,5,7,0.714,0,1,0.0,1,1,1.0,0,4,4,1,0,0,0,3,11,8.8,4,0
8,8,2010-12-12,*killin,22,22,23,23.0,22,PHI,,NOH,W (+18),0,21,3,4,0.75,1,1,1.0,0,0,,0,4,4,3,1,0,1,1,7,8.3,9,0
9,9,2010-12-12,#np girl you be kill em by fabolous,22,22,23,23.0,22,PHI,,NOH,W (+18),0,21,3,4,0.75,1,1,1.0,0,0,,0,4,4,3,1,0,1,1,7,8.3,9,-1
10,10,2010-12-14,On the bus to new jersey watching the departed,23,23,24,24.0,22,PHI,@,NJN,W (+5),0,15,0,3,0.0,0,0,,0,0,,0,6,6,0,0,0,1,1,0,-1.7,-6,0
11,11,2010-12-15,Headed to shootaround.,24,24,25,25.0,22,PHI,,LAC,W (+14),0,10,1,2,0.5,0,0,,1,2,0.5,1,2,3,1,0,0,0,1,3,3.2,-6,0
12,12,2010-12-26,Merry Christmas everyone!,27,29,30,28.0,22,PHI,@,DEN,W (+6),0,28,4,11,0.364,0,1,0.0,0,1,0.0,1,2,3,3,3,0,0,5,8,5.9,-9,0
13,13,2010-12-26,I came over at like 2 and you were already gone,27,29,30,28.0,22,PHI,@,DEN,W (+6),0,28,4,11,0.364,0,1,0.0,0,1,0.0,1,2,3,3,3,0,0,5,8,5.9,-9,-1
14,14,2010-12-31,Thanks for the love everyone. Good win tonight. Off to Los Angeles for a few days.,30,32,33,31.0,22,PHI,@,LAL,L (-4),0,35,5,13,0.385,1,2,0.5,1,2,0.5,1,5,6,4,3,0,2,5,12,8.5,3,1
15,15,2010-12-31,#np California king bed by Rihanna. #decentsong,30,32,33,31.0,22,PHI,@,LAL,L (-4),0,35,5,13,0.385,1,2,0.5,1,2,0.5,1,5,6,4,3,0,2,5,12,8.5,3,0
16,16,2011-01-03,Thirty minutes to new orleans!!! (Weezy voice),31,33,34,32.0,22,PHI,@,NOH,L (-7),0,32,2,14,0.143,1,3,0.333,2,2,1.0,2,2,4,0,0,0,0,0,7,0.0,-5,0
17,17,2011-01-03,Headed to new orleans. Wondering if ill run into some buckeye fans,31,33,34,32.0,22,PHI,@,NOH,L (-7),0,32,2,14,0.143,1,3,0.333,2,2,1.0,2,2,4,0,0,0,0,0,7,0.0,-5,0
18,18,2011-01-05,Off to practice,32,34,35,33.0,22,PHI,,WAS,W (+12),0,27,1,5,0.2,0,0,,0,0,,0,4,4,1,0,0,3,3,2,-3.4,-4,0
19,19,2011-01-07,"""first name strongest. Last name stronger. Flow so cold listen to it catch pneumonia"" -meek mill #crazyflow",33,35,36,34.0,22,PHI,,CHI,W (+6),0,15,1,3,0.333,0,1,0.0,0,0,,0,0,0,0,1,0,0,1,2,0.9,-8,-1
20,20,2011-01-19,On the plane headed to orlando,38,40,41,39.0,22,PHI,@,ORL,L (-1),0,34,4,10,0.4,1,2,0.5,1,2,0.5,1,7,8,2,1,0,0,4,10,7.8,-3,0
21,21,2011-01-19,My boy demetri mccamey is arguably the best pg in college basketball. Just doesn't have the hype. He the real deal tho,38,40,41,39.0,22,PHI,@,ORL,L (-1),0,34,4,10,0.4,1,2,0.5,1,2,0.5,1,7,8,2,1,0,0,4,10,7.8,-3,1
22,22,2011-01-24,These extra regular dudes gots to go lol,41,43,44,42.0,22,PHI,,PHO,W (+10),0,32,6,10,0.6,0,1,0.0,2,2,1.0,0,8,8,5,0,1,1,3,14,13.8,8,0
23,23,2011-01-28,As I get older and older all the stories and theories that @MrOH1O told me were true. My dude is a real philosopher,43,45,46,44.0,22,PHI,,MEM,L (-5),0,20,3,6,0.5,0,0,,1,1,1.0,1,2,3,3,1,0,2,2,7,5.6,-7,0
24,24,2011-01-28,Just landed in Philly. About to head to the crib and chill. Might listen to some slow jams lol,43,45,46,44.0,22,PHI,,MEM,L (-5),0,20,3,6,0.5,0,0,,1,1,1.0,1,2,3,3,1,0,2,2,7,5.6,-7,1
25,25,2011-02-02,Headed to wawa's and then off to jersey. #fistpump,45,47,48,46.0,22,PHI,@,NJN,W (+14),0,14,3,7,0.429,0,1,0.0,1,1,1.0,0,2,2,1,0,0,0,3,7,3.4,-1,0
26,26,2011-02-06,"""i ain't Tryin to do it big. I'm Tryin  to do it XL...Matter fact double that"" -meek mill",47,49,50,48.0,22,PHI,@,NYK,L (-14),0,28,4,7,0.571,0,1,0.0,0,0,,0,4,4,4,2,0,0,3,8,9.5,-8,-1
