2012/11/06 12:19:43,Me and the homie @tyshawntaylor choppin it before the Brooklyn game last week #AdidasRookies #Big12 http://t.co/40RkaCif
2012/11/06 23:32:01,"""It'll be a long time before y'all feel me... If ever.."""
2012/11/07 02:04:46,Cine: Not in here buddy http://t.co/1HHsu0Io #BlockParty
2012/11/06 11:33:35,Lol Desean Jackson just shook dude out his shoes lol
2012/11/27 08:26:55,"Best state in the world RT @T_DotFlight31: This Texas weather is great, hate being cold... 
#mykindofwinter"
2012/12/25 09:31:32,😭😭😭😂😂😂😂😂😂😂😢😢 RT @LMAOTWlTPICS: Christmas Tree Struggle  http://t.co/I91LjgQi
2012/12/28 11:21:24,Watching them #Baylor boys in the Holiday Bowl... Lets get this win #BaylorFootball
2012/12/28 12:29:10,#BU All Day RT @Matt_Wilson713: @QuincyAcy DANGIT Q we miss you
2012/12/28 12:16:26,There we go fellas... #BUfootball 28-7
2012/12/28 14:35:39,Goodnight twitter...Good win for my Baylor Bears...now time for BU Basketball to get the W tomorrow ...and we gotta get one too #Raptors
2012/12/28 14:28:43,Congrats to Baylor Football... #Baylor
2012/12/28 14:29:28,Very classy UCLA...smh
2012/12/28 12:28:42,UCLA is done... Down south boys showing these boys how you play
2012/12/28 12:31:02,"Lol your instinct was ""I'm just gon give him an open hand slap...!??"" Lol hahahaaa"
2012/12/28 11:31:54,14-0 #BAYLORvsUCLA
2012/12/28 12:26:12,I hear the chants BU *clap* *clap* BU...lol 35-7 #BaylorFootball
2013/01/01 13:09:26,Happy New Years in T.O!! Be Blessed everyone
2013/01/04 05:57:40,"""Like anybody, I would like to live a long life. Longevity has its place. But Im not concerned about that now. I just want to do God's will"""
2013/01/04 05:57:57,Martin Luther King Jr.
2013/01/06 05:36:25,My Baylor Bears pulling this one out in OT...good way to start out the conference with a Win over Texas... #BaylorNation
2013/01/12 12:10:45,Blessed!!
2013/01/15 10:43:04,Lol a foul..? Come on now don't start this ...Lets go #BaylorNation
2013/01/15 10:57:02,Gotta takeover RT @OG_FreddyE3: P Jack need to take over.
2013/01/15 12:07:10,Learn from it fellas...Build from it and bounce back #BaylorNation ...and send the fellas positive tweets man don't be negative
2013/01/15 11:25:14,I like what I'm seeing from Rico
2013/01/15 10:25:57,That's what we need this game young P. Jack... You gotta score #BaylorNation
2013/01/15 11:27:44,What I learned in my 4 years.. Get ready when you go to Kansas.. You ain't getting no calls lol #BaylorNation
2013/01/15 10:02:37,Y'all tune in and watch my Baylor Bears take on Kansas on Big Monday right now on ESPN #BaylorNation
2013/01/15 11:08:28,I would never!! lmao RT @OG_FreddyE3: @QuincyAcy lol stop! You would just cuss
2013/01/15 11:06:45,Or a Q.Acy speech lol RT @OG_FreddyE3: We need a Ray Lewis speech right now
2013/01/17 12:30:57,"If y'all could do me a favor and keep @LoFiM and her family in y'all's prayers, and lift her up, it'd mean a lot ...thank you"
2013/01/18 06:43:06,"RT @landryfields: ""RT: @atolliver44 ""THE NFL : A Bad Lip Reading"" — A Bad Lip Reading of the NFL http://t.co/3gwXCGuw"" 😂"
2013/01/18 06:29:17,Its straight...it got alot going on tho lol RT @Spooooooon11: LET ME KNOW
2013/01/17 12:29:55,Tough loss tonight...fans were great..I thought for sure Jose's 3 was good
2013/01/17 12:50:19,Hahaa 👍👍 RT @trevacostello: @QuincyAcy what do u think about this poster me and my friends made for tonight's game. http://t.co/B7yBoFpl
2013/01/17 13:39:28,To God be the glory.. Goodnight
2013/01/18 06:19:38,Heard there is a Temple Run 2...bout to see what it's hittin for
2013/01/18 06:30:59,Lol easy...take me 45 mins RT @TempleRun: @QuincyAcy See if you can beat @UKnum1 score!
2013/01/18 06:08:02,"As a father has compassion on his children, so the  Lord  has compassion on those who fear him; (Psalm 103:13 NIV)"
2013/01/26 02:54:06,Fresh cut from #FreshCutsByQAcy #BabyCurlsOnDeck #YungAustinAcy  http://t.co/TPJamnu1
2013/01/31 11:52:24,Good luck to my bro @eddavis32 and Amigo @josemcalderon8 learned a lot from both of them
2013/01/31 12:21:15,"My Twitter value is $10,784.49, according to http://t.co/0t9jqitV ... What about yours? #twalue"
2013/03/31 22:58:19,Always bro RT @OG_FreddyE3: I can always count on @QuincyAcy mom for the inspirational text.. Ms. Renatta be on point !
2013/04/03 06:33:54,Reading is fundamental...even if you can't talk yet...let alone read lol http://t.co/5gCsRXRXbO
2013/04/04 10:33:23,Watch out they'll get you...even Barbie lol #MakeUpIsAHellOfADrug http://t.co/QpF7SDahgY
2013/04/05 10:43:14,My Baylor boys up pretty comfortable.... Hoping they pull this out to be the NIT Champs
2013/04/05 11:12:31,Congrats to my bro's on that NIT championship not too many people can end the season as… http://t.co/im6GciBMIB
2013/04/09 03:33:40,"""...just to see the look on all they faces, all it took was patience"""
2013/04/09 03:39:34,#MarchMadness last year... 👀 ...look out below http://t.co/InULWTI7l0
