2018/11/27 00:00:01,"NEW RINGER PODCAST! 💯

Get ready to hit the road with @mrvincecarter15, @24Bazemore, and @AnnieFinberg as they go from city to city talking to your favorite NBA players about whatever they want. They're winging it!

Subscribe now to #WingingItPod ➡️ https://t.co/xqwgDS2LjO https://t.co/QtcBvry8DK"
2018/11/29 10:41:09,"The @BJStith2 dunk that put the exclamation ‼️ on @ODUMBB's 62-52 win over @VCU_Hoops. 

The Monarchs get their first win over their rival since 2014 and snap a three-game skid to the Rams. 🏀

#VCUvsODU

https://t.co/5OuIWxCmcW https://t.co/hb50NjfZ1M"
2018/11/29 13:33:32,This Love is real!! I LOVE ODU ❤️
2018/11/30 02:34:10,"Yeah, no UA sneakers for Toddlers either. @24Bazemore @UnderArmour @UAbasketball  lol"
2018/11/29 13:56:12,In honor of @ODUMBB victory over VCU. Love this man! #BT #BackToBack https://t.co/eTEAXgtD03
2018/12/12 06:42:40,"@24Bazemore @ringernba @JameswBarnett @theadamlawrence don’t be fooled. This is not a basketball podcasts. It’s a gold podcast for dads, by dads. Highlights include Vince Carter openly trying to get PING to send him clubs and complaining that he can’t get golf shoes in his size"
2018/12/12 05:27:15,"@Andre @StephenCurry30 @mrvincecarter15 @24Bazemore @AnnieFinberg #WingingItPodcast On recreating dinosaur noises: Bones do make sounds...if you blow through them. Make a mold or 3D scan of the animal's throat, create a resin/plastic facsimile &amp; blow through it (like a duck call)"
2018/12/12 04:18:22,😎
2018/12/12 07:10:27,"@TheMarkPhelps @andre @ramsey @24Bazemore @mrvincecarter15 @StephenCurry30 Maybe they'll take @NASA up on their offer to tour its lunar labs. If they don't, NASA, I'm totally interested! :)"
2018/12/13 11:32:53,Team @24Bazemore https://t.co/ShSBQtLUW3
2018/12/13 15:30:48,Yooo when’s our tour tho @NASA? @24Bazemore @mrvincecarter15
2018/12/16 03:08:40,"LETS GO @ODUMBB , big upset of 25th ‘cuse! Monarch nation loves to see that! Proud alumni! I know @24Bazemore is happy!"
2018/12/16 03:09:23,"Monarchs, after trailing by 10 points at halftime, stun #Cuse in the Dome. Dang. 

#ODU #NCAAMBB"
2018/12/15 01:46:24,Im tryna cry at my wedding 🤷🏾‍♂️
2018/12/16 03:26:26,😤😤😤😤😤 @ODUMBB https://t.co/M8NL3iZZh7
2018/12/16 03:21:52,@24Bazemore Still pumped?
2018/12/17 22:24:04,"On the latest episode of #WingingItPod, @mrvincecarter15, @24Bazemore, and @AnnieFinberg are joined by @ATLHawks teammate @JLin7 to discuss his journey from @HarvardMBB to the #NBA and answer fan questions https://t.co/yYgm2BOduh"
2018/12/17 08:51:23,“Them Under Armour’s fye bo!” 😂😂😂 #Forge96 @underarmour #2c57 #499 https://t.co/paX4p2Xf3J
2018/12/18 01:57:05,Got a chance to chop it up with the #UndraftedGawd @JLin7 his story is UNREAL!!! Have a listen! https://t.co/xFRsGKTHHW https://t.co/31Jja5yyJv
2018/12/20 04:05:30,Awesome time w the homies @mrvincecarter15 @24Bazemore @AnnieFinberg !! About time I revealed my poetic mastery
2018/12/22 11:50:15,“Keep on keeping on..” #2c57 #TrueToAtlanta https://t.co/HfH1QLbH2z
2018/12/26 02:42:00,"A special holiday message from @mrvincecarter15, @24Bazemore and @AnnieFinberg 💚

#WingingItPod: https://t.co/0yduM3t79p https://t.co/ajfRrFvVz8"
2018/12/28 02:12:13,The yang to my yin (athletically lol). Love being able to get out and keeping the rust off. Improvements for sure! 🏌🏽‍♂️ #SoundOn #FairwayBaze #2c57 #TeamTaylormade @uagolf @taylormadegolf #M4 https://t.co/vzDUXNMmuM
2018/12/27 23:50:17,Proud to call this city our home ❤️🏙️ https://t.co/gW5PdcZP9L
2019/01/29 12:34:22,ayyy more news coming from the #wingingitpod 😂 @AnnieFinberg @24Bazemore @mrvincecarter15 @ringer
2019/02/01 02:00:01,#WingingItPod cohosts @mrvincecarter15 and @24Bazemore share a few of their favorite Atlanta eats for those headed down to #SBLIII https://t.co/ISTaFIp001
2019/02/05 00:49:13,New episode alert with @AFFIONCROCKETT! We got a chance to chat with him about his grind and some of the greats that have influenced him! Wait until you hear his impressions!! 😂 Link here —-&gt; https://t.co/PviXmMXCrb https://t.co/Jq1gczuaG1
2019/02/08 15:22:34,"@24Bazemore, @AnnieFinberg &amp; I are sitting down with comedian/actor @garyowencomedy today Friday morning on the #WingingItPod! 
Send in your questions for him now. @ringer
#QuestionsforGaryOwen"
2019/02/09 02:49:35,Just finished mrvincecarter15 @24Bazemore podcast. They asked me to come to the Hawks facility to see if I still had a shot. The answer was unanimous NO. #MyTimeHasPassed #Sucks #GetSome… https://t.co/rHys62IYwa
2019/02/12 02:36:44,"Jeremy Lin is finalizing a buyout with Atlanta, clearing the way for him to sign with Toronto, agents Jim Tanner and Roger Montgomery tell ESPN."
2019/02/12 02:15:00,"Bowling with Baze 🎳 
@24Bazemore 

https://t.co/DcOw5e0mec"
2019/02/13 10:37:57,"🗣 HE'S 20!!!!!

📼 @NBAonTNT 
https://t.co/tCf93HvEDd"
2019/02/13 07:55:00,Here’s an early look at what your reaction will be while watching a special video from @mrvincecarter15 and @24bazemore coming later this week 👀. #WingingItPod https://t.co/7bkvyBVuJz
2019/02/22 22:29:16,@xaviergreen23 has all the making of an ODU great! Shutdown D and a versatile scorer. Reminds me of @24Bazemore
